0.5046587,0.4802254,2.990602;0.529572,-0.1005483,2.991447;0.5252778,-0.1645209,2.930922;0.6044792,-0.2247976,2.902422;0.4496066,-0.2318505,2.935913;0.5149104,0.2745256,2.997629;0.6803684,0.1761603,2.936885;0.3869192,0.1394423,2.96431;0.7587236,0.1062108,2.705216;0.3337205,0.1525059,2.672364;0.7590098,0.1460412,2.465446;0.2646216,0.1256277,2.441446;0.7361698,0.2051727,2.335206;0.2773453,0.1663496,2.378623;0.74958,-0.4716099,2.605797;0.2895133,-0.4573188,2.629696;0.7111647,-0.7961893,2.662814;0.3208744,-0.7825437,2.657938;0.7193176,-0.8720661,2.60711;0.3104248,-0.863397,2.60769;
0.5022643,0.4402538,2.971138;0.5258619,-0.1113244,2.987018;0.5212312,-0.1744102,2.928213;0.5987576,-0.2386635,2.899399;0.4469829,-0.2403655,2.934989;0.5046324,0.2455297,2.978007;0.6742624,0.1531234,2.926622;0.386796,0.1395751,2.964253;0.7600741,0.1024671,2.692279;0.336287,0.1591069,2.672201;0.742823,0.1802959,2.417011;0.2871005,0.1792166,2.402449;0.7245477,0.2292137,2.323195;0.2814473,0.1803133,2.371484;0.753809,-0.4744124,2.598667;0.2868137,-0.4598581,2.624321;0.711264,-0.7969893,2.662539;0.3206627,-0.7824933,2.656066;0.7191157,-0.8724602,2.606251;0.3104779,-0.8631431,2.6071;
0.5005403,0.4246439,2.964848;0.5251364,-0.1227106,2.983842;0.5184217,-0.1847891,2.926171;0.5950749,-0.250584,2.895637;0.4445769,-0.2511052,2.935758;0.5053108,0.232071,2.973464;0.6709785,0.1333343,2.914698;0.3865548,0.1393212,2.964308;0.7612339,0.09447189,2.679713;0.3369968,0.1612354,2.672284;0.7514923,0.1519701,2.444045;0.2829352,0.1563097,2.435592;0.7216744,0.2366882,2.319233;0.2824579,0.1853522,2.367707;0.7569429,-0.4793691,2.593066;0.2852094,-0.462489,2.618856;0.7116756,-0.7963843,2.661616;0.3195316,-0.7826857,2.651891;0.7185624,-0.8730524,2.606848;0.309637,-0.8643612,2.605457;
0.4999904,0.3925714,2.942059;0.5233181,-0.1415354,2.978607;0.5149711,-0.2048968,2.923209;0.5923741,-0.2717629,2.894292;0.4409538,-0.2699781,2.935085;0.5027233,0.2103481,2.959473;0.6696221,0.1152786,2.901933;0.3844126,0.1305979,2.960819;0.7621415,0.06551948,2.652725;0.2841262,0.06635631,2.646761;0.7393061,0.1814821,2.408565;0.2736716,0.1454345,2.4179;0.7183455,0.2443004,2.315029;0.2818829,0.1885491,2.362358;0.7614673,-0.4831817,2.582776;0.2813309,-0.4673581,2.609025;0.7118426,-0.7965834,2.660656;0.3192711,-0.781918,2.651165;0.7180871,-0.8741269,2.607065;0.3094824,-0.8638414,2.605157;
0.4995392,0.3830503,2.933619;0.524015,-0.162277,2.972834;0.5130793,-0.2231241,2.919311;0.5876587,-0.2884915,2.891852;0.4400212,-0.2846735,2.931488;0.5109645,0.1740447,2.95098;0.6621836,0.09318013,2.888392;0.3840429,0.1215727,2.955789;0.7604658,0.06475029,2.653362;0.2629694,0.03089325,2.657398;0.7384492,0.1815018,2.406432;0.2740999,0.1410856,2.422413;0.7155004,0.2491649,2.310124;0.2819235,0.1942081,2.356498;0.7640839,-0.487246,2.575924;0.2775065,-0.473198,2.601497;0.7118703,-0.7967609,2.660095;0.3191786,-0.7819263,2.649903;0.718394,-0.8734437,2.605321;0.3090327,-0.8643039,2.604803;
0.4979956,0.3536367,2.917127;0.5248926,-0.1811697,2.968758;0.515518,-0.2430923,2.915991;0.5904081,-0.3044972,2.888428;0.4427504,-0.3120432,2.929159;0.5102708,0.1616923,2.947111;0.6616992,0.08300824,2.883492;0.3828768,0.09619066,2.942784;0.7578258,0.05606913,2.631709;0.2582034,0.0216267,2.641133;0.7298274,0.1848423,2.390661;0.2723554,0.1582365,2.394761;0.7091435,0.2551116,2.306615;0.281382,0.1961664,2.354612;0.7674078,-0.4928043,2.56623;0.2708092,-0.4761,2.590641;0.7116556,-0.7974448,2.659278;0.3195466,-0.787008,2.648008;0.7189091,-0.8739008,2.604288;0.3079004,-0.8687679,2.602163;
0.4980728,0.3400121,2.907478;0.5230423,-0.2007684,2.964299;0.5163799,-0.2639031,2.913295;0.5928007,-0.323819,2.887467;0.4421771,-0.330072,2.927006;0.5096557,0.1421543,2.93799;0.657935,0.06181826,2.873989;0.3798834,0.04666276,2.916491;0.7550194,0.04612289,2.626776;0.252711,0.01591974,2.630611;0.7263695,0.1854609,2.385554;0.2722612,0.1568042,2.392052;0.7056074,0.2562236,2.30526;0.2813289,0.1974248,2.349595;0.7704126,-0.4990546,2.558019;0.2656867,-0.4777392,2.583127;0.7119222,-0.7982528,2.659266;0.3186103,-0.78649,2.64717;0.7192354,-0.8741157,2.603476;0.3078387,-0.8686575,2.601853;
0.4971545,0.330219,2.900809;0.5239012,-0.2135135,2.958889;0.516679,-0.2765078,2.910843;0.5926172,-0.3375021,2.886937;0.4428176,-0.3435892,2.923942;0.5105576,0.1224032,2.928028;0.6581438,0.04652962,2.866793;0.3796759,0.04523986,2.914955;0.7559242,0.03985157,2.623522;0.2479011,0.006524998,2.613034;0.7237436,0.1828713,2.379603;0.2730991,0.153341,2.386169;0.7034354,0.2553505,2.304339;0.2814536,0.1962034,2.342748;0.7711037,-0.5035411,2.553068;0.2604298,-0.4789052,2.57801;0.7111721,-0.8016789,2.659227;0.3191311,-0.787137,2.646919;0.7196729,-0.8760167,2.601593;0.3078159,-0.869174,2.60151;
0.4983112,0.3079275,2.890058;0.5235416,-0.2269219,2.953228;0.5154572,-0.2907441,2.908212;0.590906,-0.353882,2.884962;0.4413138,-0.3559024,2.922377;0.511556,0.1099848,2.921256;0.657558,0.03299934,2.860051;0.3795348,0.04287398,2.914003;0.7559561,0.0244359,2.622213;0.2519884,0.00526185,2.606168;0.71803,0.181849,2.368661;0.2736224,0.1501163,2.380936;0.6969957,0.2531787,2.300193;0.281474,0.1946734,2.336098;0.7743,-0.5053403,2.54669;0.2539177,-0.4815936,2.575484;0.7118503,-0.801796,2.657158;0.3188581,-0.7873985,2.646862;0.7197646,-0.876941,2.600504;0.3074706,-0.8697864,2.602123;
0.4980417,0.2968265,2.887079;0.5241491,-0.2401827,2.946613;0.5157607,-0.3042107,2.904637;0.5911809,-0.3675697,2.881433;0.4408109,-0.3701999,2.919893;0.5146864,0.09460711,2.913369;0.657037,0.01827064,2.852999;0.3781281,0.03373943,2.909349;0.7547958,0.01231645,2.616926;0.2529008,-0.0006668307,2.600056;0.7143627,0.1788939,2.361337;0.2733657,0.1460754,2.36997;0.6937201,0.2481349,2.297384;0.2810063,0.1929667,2.332246;0.777387,-0.5076789,2.53971;0.2495057,-0.482618,2.570518;0.7121556,-0.802381,2.656297;0.3189379,-0.787667,2.646664;0.7198361,-0.8778471,2.600048;0.3071259,-0.8696339,2.601277;
0.5009657,0.2870548,2.883231;0.5242633,-0.2498644,2.940273;0.5164706,-0.3137904,2.901758;0.5917346,-0.3761251,2.879076;0.4414625,-0.3793511,2.918141;0.5160338,0.07972583,2.904508;0.6569586,0.01433656,2.850067;0.3791157,0.02040107,2.904222;0.7527159,0.002213542,2.610915;0.2557688,-0.003426323,2.593022;0.7112643,0.1757129,2.355544;0.2730524,0.1399702,2.367231;0.6905479,0.2427504,2.296142;0.2801965,0.1859779,2.325556;0.7789904,-0.5108764,2.535742;0.2471559,-0.4831214,2.567738;0.7115648,-0.8038023,2.656282;0.3180661,-0.7873124,2.645194;0.720056,-0.8783674,2.598968;0.3072232,-0.8700047,2.600906;
0.5024034,0.260507,2.869;0.521292,-0.268805,2.929988;0.5132951,-0.3333743,2.895023;0.5879868,-0.3939126,2.874138;0.4395029,-0.3950944,2.912143;0.5119388,0.06212518,2.894683;0.6512424,-0.01781641,2.840521;0.3814714,0.009466048,2.900176;0.749827,-0.009571767,2.604493;0.2504679,-0.01904262,2.592895;0.7069557,0.1704934,2.344803;0.2674862,0.1148583,2.377872;0.686664,0.2354391,2.291397;0.2797999,0.1831283,2.322403;0.7833843,-0.5089241,2.528093;0.2413979,-0.4841659,2.559782;0.7108305,-0.805404,2.655706;0.3181518,-0.7880858,2.64493;0.720085,-0.8795702,2.598003;0.3070954,-0.8706965,2.600556;
0.5026234,0.2555268,2.868321;0.5188786,-0.2777183,2.923453;0.5116931,-0.3415296,2.890839;0.5863117,-0.4027891,2.870338;0.4374275,-0.4031511,2.906727;0.5108675,0.04831085,2.890586;0.6512027,-0.02322834,2.840219;0.3833489,0.001272045,2.89648;0.7481386,-0.01652773,2.602661;0.2499638,-0.02521705,2.590148;0.726085,0.09713931,2.390969;0.2678477,0.1129252,2.377743;0.6826738,0.228591,2.286516;0.279673,0.1805724,2.319451;0.7856378,-0.508708,2.523638;0.2375669,-0.4869669,2.55409;0.7108495,-0.8061364,2.65465;0.3177778,-0.7877009,2.644088;0.7202621,-0.8806562,2.59744;0.3076172,-0.8708435,2.600513;
0.5029167,0.2360179,2.864202;0.5189062,-0.2853032,2.919281;0.5121469,-0.348819,2.889281;0.5875989,-0.4105211,2.870431;0.4368843,-0.4121238,2.903566;0.5117745,0.03826359,2.887236;0.653882,-0.03249434,2.836407;0.3839022,-0.007659187,2.892791;0.7463474,-0.02852773,2.598882;0.2473752,-0.03260438,2.587861;0.7263968,0.09554957,2.39335;0.2700475,0.1259062,2.350701;0.6818128,0.2243196,2.286414;0.2791771,0.1775932,2.318222;0.7842197,-0.5103269,2.520281;0.2350128,-0.4871573,2.550097;0.7106669,-0.8067648,2.652878;0.3171867,-0.7882304,2.642727;0.7206114,-0.8819424,2.596636;0.3073484,-0.8718253,2.599963;
0.4973219,0.2183366,2.853762;0.5177385,-0.294074,2.912449;0.5132349,-0.3576272,2.884934;0.5908809,-0.4184515,2.86912;0.4356344,-0.4256198,2.895367;0.5117546,0.02816694,2.88031;0.6594144,-0.0435062,2.83355;0.3827315,-0.05369585,2.875405;0.7457689,-0.03394374,2.593615;0.2436229,-0.07813744,2.622865;0.7000288,0.151473,2.337152;0.2691629,0.11259,2.366123;0.6805618,0.2166731,2.286864;0.2793131,0.1762389,2.317165;0.784956,-0.5101342,2.515232;0.2286849,-0.4872946,2.542307;0.710181,-0.8053172,2.65174;0.3171352,-0.788204,2.642656;0.7207543,-0.8814749,2.596962;0.3072122,-0.8716645,2.599663;
0.4973687,0.2158633,2.853456;0.5176691,-0.30334,2.906232;0.5132725,-0.3674517,2.881439;0.5916156,-0.4267715,2.865322;0.4353312,-0.4323627,2.894374;0.5113704,0.0203033,2.874908;0.6549713,-0.05573292,2.829756;0.3825622,-0.05526501,2.874344;0.747147,-0.038396,2.591396;0.2434484,-0.07819889,2.620109;0.7223006,0.09089966,2.389953;0.2646321,0.07756166,2.398066;0.6801897,0.2159902,2.287148;0.2794712,0.1752707,2.316383;0.7878976,-0.5110489,2.510822;0.2266807,-0.4873258,2.541239;0.7102306,-0.8051083,2.651027;0.3166873,-0.787663,2.640713;0.7207634,-0.8816109,2.596734;0.307239,-0.8719591,2.599285;
0.4960438,0.2100338,2.852563;0.5173637,-0.3052426,2.901994;0.5128544,-0.3690475,2.879939;0.5913715,-0.4290681,2.864522;0.4350098,-0.434121,2.892193;0.5091813,0.01457302,2.871238;0.6555359,-0.05689385,2.829725;0.3827065,-0.03746392,2.88205;0.7494934,-0.04143871,2.589566;0.2450861,-0.07964981,2.617344;0.7221889,0.09118171,2.390818;0.2670788,0.08802123,2.382554;0.6794699,0.2143489,2.289396;0.2796052,0.1750066,2.316116;0.7893436,-0.5121345,2.510739;0.2245865,-0.4888043,2.540147;0.7108794,-0.8043244,2.649673;0.3165404,-0.7875823,2.640537;0.7207562,-0.8811798,2.595765;0.3071446,-0.8719115,2.599177;
0.4955845,0.2044389,2.85222;0.5167089,-0.3081243,2.898567;0.5124175,-0.3716856,2.878386;0.5907098,-0.4317521,2.863706;0.4350023,-0.4361971,2.889897;0.5085398,0.01112591,2.870753;0.6547085,-0.05941655,2.82937;0.3830013,-0.03579103,2.884098;0.7495846,-0.04257844,2.589743;0.2468857,-0.08196519,2.617341;0.7222494,0.09112742,2.391789;0.26651,0.07323919,2.398707;0.6783955,0.2164647,2.293293;0.2797032,0.1725151,2.317416;0.790464,-0.5117316,2.51026;0.223271,-0.4897633,2.538524;0.710766,-0.8044143,2.649304;0.3160847,-0.7879907,2.640124;0.7208267,-0.8814285,2.595668;0.3072211,-0.8725121,2.599053;
0.4946999,0.2007568,2.851617;0.5171987,-0.311087,2.895677;0.5130758,-0.374695,2.876895;0.5915709,-0.4346881,2.863618;0.4353528,-0.4383405,2.886629;0.509555,0.008878105,2.870648;0.6547402,-0.06185293,2.83005;0.3847196,-0.03462509,2.885904;0.7512161,-0.04388822,2.592115;0.2481777,-0.08211492,2.615024;0.7250186,0.09434151,2.39738;0.2670003,0.07243299,2.400597;0.6772237,0.2193355,2.296412;0.2800364,0.1728562,2.317412;0.7905899,-0.511917,2.509135;0.2222341,-0.4920875,2.536193;0.7108342,-0.8040279,2.648301;0.3155638,-0.7876573,2.639383;0.7210011,-0.8814334,2.595261;0.3074753,-0.8724978,2.598826;
0.4953367,0.1999731,2.852678;0.5168683,-0.3112196,2.893886;0.5130985,-0.3747363,2.876612;0.5915384,-0.4348481,2.863356;0.4353423,-0.4383479,2.886376;0.5105671,0.007226158,2.870036;0.6568681,-0.06159071,2.831889;0.3859243,-0.03403343,2.886451;0.7571982,-0.04679845,2.598547;0.2496754,-0.08116008,2.614091;0.7280129,0.09396366,2.406252;0.2680069,0.07682943,2.400019;0.6755324,0.2244328,2.304874;0.2807593,0.1754457,2.316926;0.7912291,-0.5125684,2.509413;0.2236841,-0.4930691,2.535208;0.7110478,-0.8039668,2.648034;0.3151962,-0.7880977,2.638753;0.7218303,-0.8812725,2.59498;0.3071763,-0.8731313,2.598602;
