0.4954051,0.199779,2.853257;0.5166855,-0.3111472,2.892643;0.513069,-0.3745103,2.876588;0.5915325,-0.4347974,2.863528;0.4349677,-0.4378001,2.885761;0.5115868,0.006945474,2.870949;0.6601892,-0.06255439,2.8343;0.3883626,-0.03165723,2.88969;0.7615775,-0.03530262,2.598968;0.2516897,-0.07638843,2.613352;0.7050665,0.1747311,2.370191;0.2801669,0.1260527,2.369967;0.6752542,0.2332019,2.312308;0.281056,0.1773593,2.317512;0.7912728,-0.5133632,2.509841;0.225839,-0.4946616,2.533403;0.7110378,-0.8045387,2.64792;0.3153335,-0.7887323,2.638009;0.7222024,-0.881791,2.594878;0.3068445,-0.8730965,2.596577;
0.4971575,0.2054792,2.861452;0.5165941,-0.3095284,2.892118;0.5132021,-0.372763,2.877272;0.5919005,-0.4341407,2.864378;0.4347501,-0.4355211,2.88634;0.5117316,0.008193424,2.871369;0.6614121,-0.06193334,2.836037;0.3887729,-0.02719489,2.891349;0.7639053,-0.02910457,2.602223;0.2572939,-0.06290895,2.610569;0.7055469,0.1761396,2.371579;0.2775675,0.1222611,2.380301;0.6748138,0.24349,2.320708;0.2814088,0.1872907,2.320264;0.7913478,-0.5141935,2.510899;0.2284973,-0.4950322,2.532705;0.7115403,-0.803639,2.647175;0.3165594,-0.789431,2.638477;0.7212844,-0.8818543,2.595288;0.3066418,-0.8732073,2.596192;
0.4982289,0.2121096,2.871357;0.5201467,-0.3033699,2.895966;0.5172605,-0.3665846,2.880513;0.5969576,-0.4277626,2.868164;0.4377485,-0.4316656,2.887786;0.5157075,0.01736025,2.881481;0.6651589,-0.05192292,2.840794;0.3885118,-0.02634791,2.890084;0.7676229,-0.02308269,2.610032;0.259151,-0.04919273,2.620431;0.7424679,0.1291329,2.426799;0.2767902,0.1528426,2.37235;0.6754798,0.2484598,2.324448;0.2828986,0.1972194,2.322383;0.7897174,-0.5145456,2.512512;0.2315841,-0.495243,2.534868;0.7116781,-0.8037745,2.647151;0.3255489,-0.8044933,2.643297;0.7211142,-0.8820076,2.595247;0.3033522,-0.8792426,2.590163;
0.4996278,0.2195511,2.877808;0.5228336,-0.2971026,2.900078;0.5207006,-0.3609511,2.883955;0.6012732,-0.4225087,2.871579;0.4408972,-0.4268481,2.890527;0.5175689,0.02817411,2.888186;0.6710277,-0.04370813,2.848614;0.3891811,-0.02635935,2.889055;0.7710284,-0.01633661,2.616428;0.2636226,-0.03673816,2.623651;0.7434294,0.1316706,2.429874;0.277399,0.1586976,2.372727;0.6771203,0.257113,2.327771;0.2826771,0.2040126,2.324106;0.788255,-0.5156936,2.514434;0.2364142,-0.4964973,2.537815;0.7117711,-0.8038449,2.647215;0.3257303,-0.8053961,2.641901;0.7211061,-0.8820173,2.595215;0.3025606,-0.8800232,2.589024;
0.50276,0.238447,2.887416;0.5226219,-0.2781663,2.91202;0.5200717,-0.3413596,2.899537;0.6019404,-0.4077058,2.886451;0.4364046,-0.3992111,2.912547;0.5215575,0.04121976,2.891231;0.6740149,-0.02823084,2.854589;0.3905858,-0.02395168,2.888567;0.773902,-0.00772338,2.621554;0.2682351,-0.03053423,2.640917;0.7169975,0.1917511,2.39754;0.2764173,0.1573081,2.391218;0.6781492,0.2642148,2.330004;0.284357,0.2343785,2.324282;0.7802836,-0.5146092,2.528736;0.2549564,-0.49823,2.554095;0.7120726,-0.8042374,2.647959;0.3250446,-0.8035613,2.640802;0.7210179,-0.8818607,2.595088;0.3031787,-0.8798403,2.589772;
0.5063106,0.2528595,2.896211;0.5229782,-0.2701928,2.914524;0.5211267,-0.3350226,2.901171;0.6042307,-0.3975796,2.888578;0.436893,-0.3975227,2.912415;0.5225227,0.06084282,2.900571;0.6748379,-0.003747566,2.865872;0.3911586,-0.01945714,2.888797;0.7736229,0.002721998,2.631393;0.2844722,-0.006317157,2.642061;0.7170012,0.1917556,2.397577;0.2759961,0.1593995,2.392367;0.679311,0.2656018,2.330072;0.2838771,0.2351984,2.323964;0.7777471,-0.515164,2.531912;0.2589454,-0.4993685,2.552989;0.711288,-0.8066586,2.6494;0.3265886,-0.8037893,2.641649;0.7214919,-0.8823036,2.593966;0.3030206,-0.8791268,2.589996;
0.5144556,0.2857338,2.922377;0.5247432,-0.2582824,2.921453;0.5229001,-0.3247828,2.904723;0.6061684,-0.3840737,2.891071;0.4387271,-0.3913835,2.913277;0.5241639,0.08431777,2.918967;0.6732081,0.001583948,2.869428;0.3913498,-0.01763242,2.890255;0.7739007,0.008796664,2.635909;0.2866857,0.01601882,2.633749;0.7172257,0.19106,2.39826;0.2765133,0.161521,2.393982;0.6800056,0.266894,2.329098;0.2838294,0.2359285,2.324026;0.7720363,-0.5151477,2.535541;0.2670101,-0.496651,2.551754;0.7112853,-0.8066392,2.649107;0.3273545,-0.8041482,2.641372;0.7214707,-0.8820375,2.593347;0.3029144,-0.8790668,2.589529;
0.5198742,0.305903,2.937773;0.5281455,-0.2403114,2.932508;0.5260821,-0.307991,2.911397;0.6072221,-0.3654945,2.893909;0.4471721,-0.3707451,2.92052;0.520134,0.1100782,2.937467;0.6691798,0.02474276,2.88472;0.4009639,0.01307086,2.919106;0.77379,0.01971576,2.648706;0.2743838,0.01842377,2.649887;0.7175388,0.1856129,2.402072;0.2771214,0.1614205,2.396212;0.6812944,0.2626613,2.329963;0.28376,0.2299197,2.327652;0.7631112,-0.5111858,2.53963;0.2769677,-0.4927371,2.563783;0.7108628,-0.8060068,2.648969;0.3286067,-0.8043395,2.64139;0.721182,-0.881873,2.593885;0.3022912,-0.8780178,2.588708;
0.5164892,0.3370571,2.96072;0.5286582,-0.2165036,2.941301;0.5262524,-0.2824021,2.917129;0.6044196,-0.3430778,2.898658;0.4495624,-0.3450653,2.923124;0.5219747,0.127316,2.945516;0.6732729,0.05177519,2.90403;0.4046214,0.07384495,2.941818;0.7718076,0.02828272,2.666568;0.2782148,0.0251749,2.661348;0.7174891,0.1790474,2.405818;0.2781785,0.1617156,2.395857;0.6838806,0.2490878,2.333193;0.2847898,0.2271515,2.327474;0.7529114,-0.507207,2.549536;0.28693,-0.4879122,2.570828;0.7105101,-0.8055347,2.648865;0.3284519,-0.8037877,2.641161;0.7211637,-0.881635,2.594182;0.3025505,-0.8779469,2.588963;
0.5255238,0.3714361,2.980387;0.5351671,-0.1806991,2.952733;0.5327969,-0.2466808,2.924495;0.6109653,-0.3087938,2.902459;0.4562294,-0.3134565,2.930768;0.5261899,0.1678774,2.96108;0.6811351,0.07995211,2.923949;0.4043351,0.09396004,2.963306;0.7749163,0.0395731,2.691014;0.2790871,0.04473766,2.65642;0.7235028,0.1386055,2.437542;0.2818468,0.1303809,2.430002;0.6835172,0.2332011,2.335186;0.2865686,0.2140191,2.332338;0.7403141,-0.502256,2.561176;0.2995734,-0.4790128,2.586123;0.7101199,-0.8052531,2.648768;0.328915,-0.8036951,2.641204;0.721154,-0.8814775,2.594346;0.302547,-0.8777072,2.589045;
0.5277501,0.390671,2.99604;0.5346768,-0.159195,2.964717;0.5335685,-0.2256636,2.931976;0.6132772,-0.2907053,2.908327;0.4576109,-0.2918817,2.936873;0.5187075,0.1992013,2.981157;0.6864871,0.09779581,2.934307;0.4021947,0.1116868,2.969898;0.7778628,0.04359504,2.703493;0.2761534,0.04874117,2.673176;0.7243325,0.1358766,2.440441;0.2864417,0.1629383,2.371442;0.6857153,0.2111805,2.340029;0.2886377,0.1879807,2.34712;0.7342163,-0.493352,2.569421;0.3094267,-0.4696448,2.594695;0.7093584,-0.8034993,2.649791;0.3290483,-0.8038128,2.641161;0.7205931,-0.8798781,2.595639;0.302595,-0.8776793,2.588852;
0.5328445,0.4303352,3.033701;0.5374771,-0.1419807,2.974315;0.5369648,-0.2099557,2.936176;0.6167773,-0.2718318,2.911229;0.4618021,-0.2770046,2.938825;0.5221273,0.2381871,3.009805;0.6913791,0.1238339,2.945895;0.4027526,0.1145069,2.970417;0.7793133,0.04661441,2.721116;0.2920452,0.08388408,2.654841;0.7257868,0.1283283,2.448175;0.286633,0.1350147,2.417614;0.6897652,0.1923772,2.350671;0.2883459,0.165235,2.364783;0.7295847,-0.4854606,2.576488;0.314661,-0.464022,2.601383;0.7088365,-0.803147,2.649693;0.3290206,-0.8003867,2.64061;0.7204948,-0.8793473,2.595392;0.3031959,-0.8752126,2.589373;
0.5290362,0.4481544,3.048418;0.5445936,-0.1217624,2.980115;0.544881,-0.1899782,2.938438;0.6255941,-0.2483206,2.913434;0.4688114,-0.2604925,2.938745;0.5288434,0.2564857,3.01366;0.6989858,0.1550144,2.959074;0.405686,0.1187945,2.970886;0.7800758,0.05987071,2.739273;0.2917955,0.08468145,2.656947;0.7406916,0.09801243,2.48879;0.2928752,0.1325951,2.404421;0.6905496,0.1775168,2.355114;0.2863489,0.1508596,2.375074;0.7258465,-0.4782384,2.585896;0.3201087,-0.4579127,2.608306;0.708593,-0.8027885,2.650329;0.3287851,-0.7971131,2.642775;0.7200024,-0.8790324,2.596047;0.3044183,-0.8719862,2.590909;
0.5261745,0.4892762,3.082781;0.5521672,-0.07453511,2.994784;0.5494483,-0.1399461,2.948519;0.6303713,-0.2104158,2.921815;0.4704429,-0.2111115,2.941446;0.5412067,0.300942,3.039643;0.6983625,0.1792068,2.97135;0.3885055,0.1956636,3.012527;0.7901624,0.07895882,2.759139;0.2670191,0.1540406,2.702741;0.7309291,0.09602782,2.466292;0.2839276,0.1255376,2.404398;0.696089,0.1443455,2.373245;0.2875446,0.1239412,2.386065;0.7189931,-0.4625014,2.608159;0.3343055,-0.44216,2.628653;0.70818,-0.8024638,2.651038;0.3295829,-0.7955006,2.644304;0.7198353,-0.8785446,2.596591;0.3049918,-0.8699402,2.591934;
0.530926,0.5129769,3.095347;0.5490323,-0.05703883,3.000559;0.5467184,-0.120541,2.951751;0.6298672,-0.185946,2.923682;0.4660764,-0.1924159,2.944596;0.5382597,0.3153897,3.047627;0.6996071,0.2176967,2.984858;0.3862591,0.2121498,3.015978;0.799342,0.108155,2.782336;0.2647712,0.1705263,2.70619;0.7244393,0.09281453,2.468145;0.296077,0.1055104,2.407778;0.7054948,0.1078975,2.402155;0.2924863,0.09608001,2.415948;0.7176504,-0.4524634,2.62256;0.3372243,-0.4368523,2.633443;0.7084401,-0.800914,2.652077;0.3302841,-0.7946898,2.645431;0.7193645,-0.8773619,2.598005;0.3062257,-0.8690959,2.592778;
0.5300672,0.5317196,3.107414;0.5496106,-0.0318934,3.006626;0.5472589,-0.09611751,2.955224;0.6309117,-0.1632689,2.927253;0.465515,-0.1710598,2.945951;0.5416636,0.3487138,3.058501;0.7001938,0.2363342,2.992881;0.3824393,0.2233268,3.017936;0.8389757,0.1023318,2.84181;0.262833,0.1428429,2.71589;0.7494436,0.08762711,2.531636;0.3023876,0.05721963,2.444163;0.7137721,0.08331814,2.408632;0.294056,0.07682152,2.436301;0.7140939,-0.4421179,2.636693;0.3417013,-0.4271438,2.643041;0.7092354,-0.7984393,2.654455;0.3306594,-0.794681,2.646465;0.7186832,-0.875252,2.600632;0.3065059,-0.8684421,2.592965;
0.5404945,0.5840336,3.140005;0.5553061,0.005319085,3.0126;0.5521905,-0.05966881,2.9571;0.6356542,-0.1256337,2.925753;0.4702908,-0.1338536,2.946466;0.5486048,0.3980261,3.079989;0.7056603,0.28196,3.011315;0.3811779,0.2656661,3.037765;0.8144948,0.1229178,2.859932;0.2725752,0.1560847,2.741295;0.7511525,0.0732578,2.546811;0.3037573,0.04458974,2.463148;0.7243883,0.05975433,2.436104;0.2993964,0.05485711,2.463937;0.7123289,-0.425556,2.656204;0.3449461,-0.4234034,2.648285;0.7089458,-0.7970372,2.656014;0.331245,-0.7953362,2.648435;0.718161,-0.873686,2.601928;0.3075131,-0.868651,2.594148;
0.5412967,0.5996468,3.15388;0.5529,0.02907201,3.015578;0.5501484,-0.0312761,2.957151;0.6339236,-0.09943926,2.92246;0.4691861,-0.1084111,2.944704;0.5434769,0.4128218,3.088749;0.7085249,0.2948644,3.018702;0.3776519,0.2918827,3.050801;0.8265391,0.1406149,2.869709;0.273262,0.164363,2.760669;0.7887561,0.09295994,2.634866;0.3140032,-0.05761358,2.782798;0.7390609,0.02819965,2.475772;0.3275836,-0.1316058,2.794991;0.7093805,-0.4145179,2.670484;0.3466366,-0.4226117,2.651622;0.7092071,-0.7954548,2.659095;0.3339356,-0.7948241,2.653494;0.717401,-0.8720175,2.604731;0.3084831,-0.865325,2.596343;
0.550517,0.6403304,3.184486;0.5539973,0.04866739,3.017193;0.5519024,-0.01239607,2.955014;0.6347321,-0.07482387,2.918828;0.4728329,-0.08670165,2.938466;0.5411249,0.4513837,3.115882;0.7042406,0.3311636,3.034713;0.3751569,0.3081139,3.056511;0.8178818,0.1675672,2.894154;0.286978,0.1655737,2.872672;0.7707008,0.06779447,2.641167;0.2845256,0.05583655,2.657679;0.7483683,0.009446334,2.508872;0.3027123,0.009766066,2.545621;0.7071791,-0.4099161,2.680933;0.3550053,-0.4126042,2.669422;0.7090954,-0.7932283,2.662182;0.3341351,-0.7950622,2.657426;0.7169053,-0.8693087,2.607097;0.309002,-0.8636901,2.59791;
0.5437985,0.65727,3.191014;0.5535312,0.06875315,3.018854;0.5519582,0.006397707,2.952753;0.6335121,-0.05179448,2.913175;0.4741018,-0.07053202,2.936318;0.538668,0.4808123,3.13112;0.6998225,0.3512832,3.038933;0.3743612,0.3327396,3.060678;0.8135356,0.1838755,2.904239;0.2944786,0.1723724,2.876705;0.8094193,0.05779856,2.699134;0.279949,0.04202406,2.675012;0.7690573,-0.008908306,2.567879;0.3073303,-0.01340739,2.578261;0.7050084,-0.4118744,2.690234;0.3563985,-0.4193676,2.674821;0.7079164,-0.7907703,2.66842;0.3347814,-0.7951359,2.65961;0.7165586,-0.8660842,2.610804;0.3094838,-0.8629018,2.598961;
0.5364393,0.678921,3.199234;0.5549719,0.09268482,3.019232;0.5516188,0.03282227,2.951257;0.6344221,-0.02875298,2.911638;0.4702833,-0.04305109,2.933645;0.5444546,0.4967905,3.131837;0.6991062,0.3664665,3.041645;0.3726922,0.3556795,3.071221;0.8202588,0.1959476,2.921064;0.2923866,0.1725767,2.887011;0.8114683,0.06050695,2.722665;0.291141,0.01697841,2.705091;0.7795628,-0.01864138,2.586771;0.3101684,-0.02791704,2.612687;0.7011052,-0.4112101,2.706515;0.363104,-0.4219544,2.689481;0.7091759,-0.7879957,2.673083;0.3354066,-0.7941681,2.661541;0.7164776,-0.8653508,2.610852;0.3097418,-0.8627853,2.599278;
0.5366271,0.6993647,3.203886;0.555259,0.1000344,3.017533;0.5523704,0.04715587,2.949038;0.6330961,-0.01320044,2.908473;0.4742172,-0.02806416,2.930933;0.5436392,0.4888566,3.124415;0.6989523,0.3863918,3.047929;0.3727266,0.3726491,3.07585;0.8202307,0.205125,2.945653;0.2937599,0.173129,2.905952;0.8111963,0.04976326,2.744727;0.2995822,0.006059036,2.735586;0.7908573,-0.02814136,2.625594;0.3245052,-0.04219028,2.644012;0.6978419,-0.4127321,2.721269;0.372903,-0.4217113,2.713706;0.7093038,-0.7825903,2.683731;0.3360861,-0.7933068,2.666178;0.7157962,-0.8615978,2.616158;0.3101965,-0.8626972,2.601834;
0.5323253,0.726372,3.216002;0.5560293,0.1405196,3.019241;0.5532347,0.076355,2.947729;0.6329025,0.01792431,2.912579;0.476506,0.003029459,2.922764;0.543312,0.5528787,3.143161;0.6988901,0.4101585,3.058202;0.3732532,0.3852068,3.080396;0.8194268,0.2026474,2.950293;0.2969858,0.1704974,2.924905;0.8145329,0.03245182,2.783317;0.3077492,-0.01770583,2.781155;0.801843,-0.03198553,2.687328;0.3248858,-0.08450101,2.708366;0.6944689,-0.4159284,2.734851;0.378092,-0.4199881,2.726641;0.7080348,-0.7791506,2.691406;0.3378177,-0.7925081,2.671746;0.7155995,-0.8605574,2.617926;0.309761,-0.8622574,2.602408;
0.5291537,0.7269586,3.222478;0.5551459,0.140387,3.017447;0.5514079,0.08135965,2.945207;0.6265352,0.02723968,2.895367;0.4757615,0.004930253,2.92497;0.5460909,0.4986888,3.111989;0.6924765,0.4270536,3.062624;0.3692717,0.4057162,3.086249;0.8165994,0.2008847,2.958895;0.3243475,0.1575016,2.979001;0.8103688,0.02912335,2.793735;0.3124166,-0.02085607,2.822071;0.8058771,-0.04019161,2.721426;0.3240408,-0.09394155,2.754419;0.6925404,-0.4279464,2.755852;0.3864492,-0.4197943,2.744271;0.7079439,-0.7796613,2.696805;0.3393989,-0.7899616,2.677286;0.7154593,-0.8604972,2.621615;0.3114196,-0.8606934,2.606607;
0.5327823,0.7314823,3.226007;0.5541622,0.1471379,3.01355;0.5503226,0.09981008,2.940619;0.6246414,0.04152391,2.897652;0.4778533,0.03147292,2.91613;0.5449281,0.5032188,3.11442;0.6898124,0.4465567,3.0712;0.3709447,0.412845,3.087909;0.8152931,0.1986427,2.965832;0.324858,0.164588,2.984385;0.8143792,0.01343252,2.817399;0.3140264,-0.02670336,2.845254;0.8054295,-0.06952831,2.729209;0.335858,-0.1059766,2.746582;0.6909195,-0.4291964,2.76739;0.3969038,-0.4173544,2.764601;0.7069341,-0.780136,2.701173;0.3401271,-0.7891952,2.681439;0.7159426,-0.8608289,2.622659;0.3124172,-0.860901,2.610875;
0.5328278,0.7283578,3.225198;0.5522386,0.1476247,3.011012;0.5482032,0.1011011,2.939069;0.6187959,0.04453234,2.884091;0.4750074,0.02820374,2.920379;0.543532,0.5006019,3.111651;0.6873417,0.4515465,3.072048;0.3669832,0.4198358,3.09269;0.8155686,0.199715,2.973512;0.3234556,0.1770484,3.006941;0.8126656,0.009056032,2.832983;0.3138908,-0.01624846,2.870835;0.8111036,-0.07028142,2.771694;0.3248476,-0.0951463,2.80994;0.6897723,-0.4332345,2.782459;0.4012595,-0.422276,2.773275;0.7075896,-0.7800019,2.70551;0.345647,-0.7870486,2.690882;0.7164567,-0.8606228,2.62474;0.3124396,-0.8596363,2.614474;
0.5331766,0.7266442,3.22533;0.5500677,0.1483781,3.008375;0.5442968,0.1030625,2.936861;0.6082534,0.04966277,2.868686;0.4722955,0.02484774,2.926243;0.5428822,0.4993071,3.110242;0.6768135,0.4526807,3.065532;0.3675426,0.4267198,3.095149;0.815465,0.1966835,2.976795;0.3219523,0.1806378,3.015088;0.8119048,-0.004489688,2.848588;0.3114757,-0.01935618,2.890417;0.811082,-0.07582603,2.778135;0.3157445,-0.09889399,2.829519;0.6883528,-0.4336364,2.793158;0.4043716,-0.4251263,2.779035;0.7082695,-0.7788509,2.710099;0.348936,-0.7850651,2.697808;0.7165226,-0.8605539,2.624898;0.3141218,-0.8591957,2.618026;
0.5329784,0.7223395,3.222369;0.5470389,0.1476622,3.003965;0.5407997,0.1033002,2.933025;0.6050692,0.0493785,2.865167;0.4717826,0.02458476,2.926266;0.5409775,0.495464,3.105567;0.6741855,0.453166,3.063853;0.368867,0.427717,3.095501;0.8175142,0.1962819,2.984517;0.3208717,0.1796534,3.024828;0.8128137,-0.005917891,2.850915;0.3092074,-0.02245295,2.904199;0.8112318,-0.077654,2.780884;0.3133158,-0.1032422,2.844961;0.6878419,-0.4350649,2.799822;0.4050874,-0.4301818,2.787192;0.7089959,-0.777133,2.718855;0.3484694,-0.7837727,2.700671;0.7173489,-0.860569,2.62981;0.3142571,-0.859127,2.618468;
0.5308151,0.7201433,3.218862;0.5430229,0.1477823,2.999324;0.5357334,0.1040522,2.9287;0.5996661,0.04953574,2.859983;0.469403,0.02414426,2.925874;0.5377589,0.4937559,3.100401;0.6679722,0.4537572,3.060666;0.3686281,0.4279823,3.096174;0.8181717,0.194249,2.987776;0.3204103,0.1777798,3.028047;0.8138059,-0.008343536,2.857056;0.3097022,-0.0532691,2.910043;0.812518,-0.07880214,2.785733;0.3125423,-0.1261276,2.841221;0.688174,-0.4383587,2.806038;0.4050043,-0.4313448,2.789647;0.7109144,-0.7777724,2.72247;0.349021,-0.7834128,2.706393;0.7175697,-0.8608893,2.630601;0.3155217,-0.8587801,2.622993;
0.5276665,0.7200507,3.214674;0.5418409,0.1486001,2.998321;0.5337853,0.1055056,2.927622;0.5950934,0.05146271,2.851896;0.4675583,0.0224753,2.928501;0.5370815,0.4930197,3.098367;0.6651014,0.454088,3.058705;0.3690032,0.4282856,3.09599;0.817768,0.1937047,2.988561;0.3203764,0.1764798,3.034241;0.8148494,-0.01198909,2.861777;0.3091956,-0.05464935,2.911677;0.8140079,-0.08445862,2.79249;0.3101855,-0.1328892,2.848982;0.6878231,-0.4394032,2.807975;0.4037964,-0.4322673,2.791957;0.7111311,-0.7775079,2.7236;0.3485339,-0.7836177,2.706998;0.717771,-0.860844,2.631266;0.3156328,-0.858885,2.623384;
0.5257155,0.7181398,3.20859;0.5409489,0.1492154,2.996345;0.5322692,0.1068788,2.925611;0.5924501,0.05387374,2.858302;0.4660363,0.03182925,2.918245;0.5360122,0.4903176,3.094809;0.6634346,0.4551768,3.05724;0.3687718,0.4287786,3.096826;0.817039,0.1920294,2.990546;0.3211883,0.1683158,3.041454;0.8162503,-0.01279306,2.864292;0.3080807,-0.05619806,2.919133;0.8163103,-0.08689854,2.796753;0.3001768,-0.1407079,2.865759;0.6874804,-0.4395736,2.80796;0.402235,-0.432334,2.792608;0.7111417,-0.7770578,2.725026;0.3484962,-0.7844664,2.707721;0.7179179,-0.860642,2.631556;0.3159193,-0.8593113,2.624098;
0.5238252,0.7174907,3.205261;0.5399305,0.1480059,2.995018;0.5310289,0.1058821,2.924186;0.5918217,0.05261102,2.857414;0.4647057,0.02951632,2.918463;0.5358997,0.4891519,3.093359;0.6629336,0.4566864,3.057016;0.3686311,0.4289438,3.096013;0.8161262,0.1910384,2.992044;0.320877,0.1644479,3.044295;0.81564,-0.01347093,2.864985;0.3069923,-0.05786834,2.919736;0.8170255,-0.08894217,2.798989;0.2995271,-0.1417936,2.866644;0.6873463,-0.4394704,2.807687;0.4001333,-0.4326771,2.792275;0.7109986,-0.777037,2.725328;0.3484864,-0.7844902,2.707776;0.7180411,-0.8607149,2.633132;0.3161788,-0.8590788,2.62498;
0.5236927,0.7205489,3.205186;0.5396079,0.1481808,2.993361;0.5305195,0.1056665,2.921993;0.5921197,0.05241656,2.855903;0.4642967,0.02887063,2.91798;0.535622,0.4924403,3.092418;0.6623093,0.4574766,3.056078;0.3690682,0.4304222,3.095734;0.8139639,0.1911797,2.993353;0.3221612,0.1600477,3.043312;0.815506,-0.01363615,2.865024;0.3024352,-0.06588528,2.922756;0.8174125,-0.08996885,2.80004;0.2962004,-0.1468002,2.875348;0.6858162,-0.4385125,2.80592;0.3993607,-0.4330718,2.791364;0.7111658,-0.776754,2.726651;0.3483957,-0.784436,2.707808;0.7181051,-0.8607382,2.633307;0.3164494,-0.8591858,2.625407;
